Age,Attrition,DailyRate,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobRole_Encoded,Department_Encoded
0.3333333333333333,0,334,5,1,4,1,2,0,0.12053712480252765,15053,0,1,3,4,2,7,5,2,0.15000000000000002,2,0,5,6,1
0.09523809523809518,0,1123,16,4,4,1,4,0,0.10142180094786732,7324,1,1,3,2,2,1,2,2,0.025,0,0,0,2,1
0.8333333333333333,0,1219,2,1,2,4,4,1,0.7592417061611374,22021,2,0,3,3,0,31,3,3,0.625,8,3,7,3,2
0.4761904761904761,0,371,2,4,3,1,4,2,0.15455502896261192,4306,5,1,3,3,0,6,3,3,0.07500000000000001,2,1,2,6,1
0.14285714285714285,0,673,11,1,4,2,3,0,0.15808320168509743,8232,0,0,3,4,1,5,5,2,0.1,2,1,3,4,1
0.42857142857142855,1,1218,9,3,2,1,1,2,0.1262769878883623,6986,7,0,4,2,0,10,4,3,0.125,3,0,3,8,2
0.380952380952381,0,419,7,1,3,3,2,2,0.5784623486045287,21293,0,0,3,3,0,13,4,3,0.30000000000000004,6,2,11,5,1
0.07142857142857145,0,391,15,3,3,1,4,2,0.011743022643496574,19281,1,0,3,4,0,0,6,3,0.0,0,0,0,6,1
0.380952380952381,1,699,6,2,3,1,1,2,0.10273828330700369,17102,2,0,3,3,0,8,2,3,0.1,2,1,3,6,1
0.8333333333333333,0,1282,5,3,3,5,3,0,0.9523433385992629,10735,4,0,3,4,1,26,3,2,0.35000000000000003,13,4,8,3,1
0.3333333333333333,1,1125,16,2,1,1,1,2,0.15323854660347552,4681,1,1,4,2,0,10,5,3,0.25,2,6,7,6,1
0.5714285714285714,0,691,8,3,3,2,2,1,0.3062664560294892,21173,0,0,3,4,1,10,2,3,0.225,7,4,2,7,2
0.6190476190476188,0,477,7,1,2,3,4,1,0.48651922064244335,2094,3,0,3,4,1,24,4,3,0.55,6,5,17,0,1
0.6666666666666665,0,705,2,2,3,5,1,2,0.9446024223275409,22822,3,0,3,4,0,22,2,2,0.05,2,2,1,3,2
0.35714285714285715,0,924,2,3,3,1,4,2,0.07830437072143234,6670,4,0,3,4,0,7,3,3,0.025,1,0,0,2,1
0.6190476190476188,0,1459,10,4,3,2,4,1,0.2873091100579252,19121,2,1,3,4,0,9,5,4,0.1,2,1,3,0,1
0.28571428571428564,0,125,9,4,2,1,3,2,0.06303317535545025,16117,1,0,3,1,0,10,5,3,0.25,0,1,8,2,1
0.49999999999999994,1,895,5,4,3,2,4,1,0.05671406003159558,3335,3,0,3,3,1,19,6,4,0.025,0,0,0,8,2
0.14285714285714285,1,813,1,2,3,1,4,1,0.06761453396524486,3020,2,1,3,1,1,6,2,2,0.05,0,2,0,6,1
0.5952380952380951,0,1273,2,4,4,1,3,0,0.08615060558188523,21923,1,0,3,4,2,6,3,2,0.125,3,1,4,6,1
0.7619047619047619,1,869,3,1,2,1,3,1,0.08815165876777253,3810,1,1,3,3,0,3,2,3,0.07500000000000001,2,0,2,8,2
0.4047619047619047,0,890,2,4,3,1,4,1,0.05292259083728278,9687,1,0,3,1,0,2,3,3,0.05,2,2,2,8,2
0.42857142857142855,0,852,5,2,2,1,1,1,0.12690889942074776,13072,9,1,3,4,1,6,3,4,0.025,1,0,0,6,1
0.35714285714285715,0,1141,1,3,4,2,1,1,0.2299631384939442,3193,2,0,3,1,2,10,3,3,0.125,3,1,3,7,2
0.4047619047619047,0,464,4,3,3,1,4,0,0.04960505529225908,10910,1,0,3,3,1,1,3,3,0.025,0,0,0,2,1
0.21428571428571425,0,1240,2,4,3,1,1,0,0.07014218009478673,19715,1,0,3,4,1,1,6,3,0.025,0,0,0,2,1
0.19047619047619052,1,1357,25,1,1,1,3,2,0.06761453396524486,10558,1,0,3,3,0,1,2,2,0.025,0,0,1,2,1
0.21428571428571425,0,994,8,4,3,3,3,2,0.4063717746182201,2975,1,0,3,4,0,9,0,3,0.225,8,1,7,7,2
0.28571428571428564,0,721,1,3,3,2,4,2,0.15808320168509743,10781,1,0,4,4,0,12,2,3,0.30000000000000004,8,3,7,2,1
0.5476190476190477,1,1360,12,2,3,5,3,1,0.9760926803580833,16280,1,0,3,4,0,23,0,3,0.55,15,15,8,5,1
0.380952380952381,0,1065,23,2,3,2,3,2,0.18741442864665614,10034,0,0,4,3,0,10,2,3,0.225,5,8,7,7,2
0.4523809523809524,0,408,19,2,3,1,2,1,0.10600315955766193,10227,4,0,4,1,0,8,1,3,0.025,0,0,0,6,1
0.6666666666666665,0,1211,5,1,3,2,4,2,0.25081621906266455,20445,4,1,4,3,0,14,4,3,0.225,6,0,8,7,2
0.4047619047619047,0,1229,8,4,4,1,4,1,0.06635071090047392,4892,1,0,3,4,0,1,2,3,0.025,0,0,1,2,1
0.7142857142857142,1,626,1,1,2,3,3,2,0.23022643496577147,19294,9,1,3,4,0,23,2,3,0.025,0,0,0,2,1
0.23809523809523808,1,1434,5,3,3,1,3,2,0.1280674038967878,11179,1,1,3,3,0,2,3,2,0.05,2,2,2,2,1
0.6190476190476188,0,1488,1,2,3,2,1,0,0.23407056345444974,4009,5,1,4,3,1,9,2,2,0.1,3,1,3,7,2
0.4047619047619047,0,1097,11,3,2,3,1,1,0.46735123749341756,8302,2,1,3,3,1,10,3,3,0.1,0,2,3,0,1
0.19047619047619052,0,1443,23,3,2,2,4,1,0.16577145866245394,21436,7,1,3,3,1,5,2,2,0.05,2,0,0,7,2
0.35714285714285715,0,515,1,1,3,3,4,2,0.6555555555555556,15146,1,1,3,3,0,15,1,3,0.375,14,8,12,5,1
0.4047619047619047,0,853,18,2,3,3,1,1,0.42443391258557134,11031,1,0,4,4,1,9,3,2,0.225,8,1,8,7,2
0.4047619047619047,0,1142,23,3,3,1,1,1,0.1582411795681938,16002,3,1,3,3,1,4,3,3,0.05,2,2,2,2,1
0.3095238095238095,0,655,7,4,3,2,4,0,0.2583464981569247,9528,3,0,4,4,1,10,3,2,0.17500000000000002,7,1,7,2,1
0.4523809523809524,0,1115,1,1,2,2,3,0,0.2624539231174302,2689,1,0,3,3,1,7,2,4,0.17500000000000002,5,0,7,4,1
0.3333333333333333,0,427,1,1,3,2,4,1,0.2713533438651922,10877,1,1,4,2,1,9,3,3,0.225,8,7,8,4,1
0.4761904761904761,0,653,29,4,3,2,4,2,0.07356503422854135,5456,1,0,3,4,0,10,2,3,0.25,3,9,9,2,1
0.7619047619047619,0,989,7,2,2,5,3,0,0.9337019483938915,16701,5,1,3,4,1,29,2,2,0.675,3,13,8,5,1
0.976190476190476,0,1435,25,1,3,3,1,2,0.3490258030542391,2354,7,0,3,4,0,28,3,2,0.525,16,7,9,7,2
0.42857142857142855,0,1223,8,3,3,3,3,0,0.4785150078988941,8202,1,0,3,2,3,17,2,3,0.42500000000000004,14,12,8,0,1
0.8809523809523809,0,836,8,4,3,4,3,0,0.7239073196419168,19730,2,1,3,3,3,21,2,3,0.125,0,0,2,3,1
0.42857142857142855,0,1195,11,2,2,2,2,2,0.2890995260663507,22656,1,0,3,3,0,6,3,3,0.15000000000000002,5,0,3,4,1
0.6428571428571428,0,1339,7,2,3,3,1,0,0.45892575039494465,18787,2,0,3,3,1,25,2,3,0.025,0,0,0,6,1
0.4047619047619047,0,664,1,2,3,1,1,1,0.062401263823064775,5868,4,0,3,4,1,5,2,2,0.07500000000000001,2,1,2,6,1
0.42857142857142855,1,318,9,4,2,1,3,1,0.12527646129541864,21777,0,1,3,1,1,2,0,2,0.025,0,0,0,6,1
0.976190476190476,0,1225,1,1,2,2,3,2,0.23507109004739338,24668,7,0,3,4,0,20,2,2,0.1,3,1,3,7,2
0.2619047619047619,0,1328,2,3,3,1,2,1,0.08920484465508163,4956,0,0,4,4,1,6,3,3,0.125,4,0,4,6,1
0.3095238095238095,0,1082,1,3,3,1,2,2,0.07856766719325961,18775,1,0,3,2,0,1,4,3,0.025,1,1,0,6,1
0.3333333333333333,0,548,1,2,3,2,2,1,0.27440758293838863,7346,1,0,3,2,2,10,3,3,0.25,4,0,9,6,1
0.42857142857142855,0,132,6,2,4,1,4,1,0.10684570826750922,22002,3,0,3,2,0,5,3,3,0.025,0,0,0,2,1
0.3095238095238095,0,746,8,3,3,2,4,2,0.17983149025803055,20682,1,0,4,4,0,11,2,3,0.275,7,1,8,4,1
0.4047619047619047,0,776,1,3,2,2,1,2,0.17393364928909955,23016,0,0,3,2,0,16,2,3,0.375,13,2,8,7,2
0.6428571428571428,0,193,6,4,3,3,1,1,0.6443391258557135,15067,4,1,3,2,0,17,3,4,0.0,0,0,0,5,1
0.4523809523809524,0,397,7,1,3,3,3,2,0.6664033701948394,25258,4,0,3,1,0,16,3,4,0.125,2,0,2,5,1
0.6666666666666665,0,945,5,2,3,2,2,0,0.21126908899420752,10425,8,1,4,4,1,16,2,3,0.1,2,0,2,1,0
0.28571428571428564,0,852,1,4,2,2,4,1,0.2167983149025803,15998,1,1,3,3,2,10,1,2,0.25,8,3,0,2,1
0.4047619047619047,0,1214,1,2,2,1,3,2,0.0974196945760927,26278,1,0,3,1,0,6,3,3,0.15000000000000002,4,0,4,6,1
0.8809523809523809,0,111,1,1,3,3,4,1,0.4860452869931543,18092,3,0,3,4,1,24,4,3,0.025,0,1,0,7,2
0.4761904761904761,0,573,6,2,1,2,4,0,0.22748815165876776,15717,7,1,3,4,3,17,3,3,0.325,11,1,9,6,1
0.380952380952381,0,1153,1,1,3,2,2,1,0.17461822011585046,17736,1,0,3,3,0,5,2,3,0.125,2,1,3,4,1
0.9047619047619047,0,1400,7,4,1,3,4,2,0.32917324907846235,21698,4,0,3,1,0,37,3,2,0.15000000000000002,4,0,2,4,1
0.11904761904761901,0,541,2,3,3,1,1,0,0.06914165350184306,9518,3,0,3,3,1,3,3,3,0.0,0,0,0,8,2
0.7857142857142856,0,432,9,4,3,1,4,1,0.05613480779357557,18725,3,0,4,2,2,10,4,3,0.1,2,0,3,2,1
0.28571428571428564,0,288,2,3,2,2,4,1,0.16550816219062667,15830,1,0,3,1,3,11,3,3,0.275,10,10,8,0,1
0.6666666666666665,1,669,9,3,2,3,4,2,0.45339652448657186,13596,1,0,3,4,0,9,3,3,0.225,8,4,7,7,2
0.5238095238095237,0,530,1,3,2,4,2,1,0.657925223802001,14115,1,0,4,4,1,22,3,2,0.55,3,11,11,0,1
0.7857142857142856,0,632,21,3,3,2,4,2,0.2333859926276988,8423,0,1,4,4,0,11,2,1,0.25,7,1,0,7,2
0.28571428571428564,0,1334,4,3,2,2,2,0,0.2211690363349131,19760,1,1,3,2,3,11,4,2,0.275,8,2,7,7,2
0.6666666666666665,0,638,1,3,2,3,1,1,0.508899420747762,3142,2,1,3,3,1,21,5,2,0.25,9,9,5,0,1
0.3333333333333333,0,1093,6,2,3,2,3,2,0.2106898367561875,24301,1,0,3,1,0,12,0,3,0.275,8,5,7,7,2
0.857142857142857,0,1217,2,1,3,3,3,1,0.660347551342812,24001,9,0,3,1,1,16,5,1,0.1,3,0,3,5,1
0.14285714285714285,0,1353,3,1,3,2,3,1,0.21011058451816747,17519,0,0,4,1,1,4,2,2,0.07500000000000001,2,0,2,7,2
0.23809523809523808,0,120,4,2,3,2,3,1,0.1691416535018431,8863,1,0,3,2,0,5,3,4,0.125,4,0,4,7,2
0.9523809523809523,0,682,10,4,3,4,3,2,0.6773565034228541,24409,0,0,3,3,0,38,1,2,0.925,10,1,8,7,2
0.6190476190476188,0,489,23,2,3,2,2,1,0.05439705107951554,25043,4,0,3,3,1,17,3,4,0.07500000000000001,2,1,2,2,1
0.4523809523809524,1,807,6,3,3,1,1,0,0.05602948920484465,23648,4,1,4,4,0,7,3,3,0.07500000000000001,2,0,2,1,0
0.3333333333333333,0,827,1,4,3,1,1,2,0.10252764612954188,15178,1,0,3,4,0,1,2,3,0.025,0,0,0,6,1
0.047619047619047616,1,871,6,4,2,1,4,2,0.10094786729857821,19783,1,1,3,2,0,1,5,3,0.025,0,1,0,2,1
0.380952380952381,0,665,6,1,3,2,3,2,0.2001053185887309,12482,1,0,3,3,0,16,3,3,0.4,13,2,10,6,1
0.4523809523809524,0,1040,2,3,2,2,4,0,0.21874670879410216,15850,5,0,3,4,1,17,2,4,0.025,0,0,0,0,1
0.976190476190476,0,1420,2,3,2,5,4,1,0.939178515007899,21922,9,0,4,4,1,30,3,3,0.07500000000000001,2,2,2,3,0
0.7619047619047619,0,1115,1,1,3,5,2,1,0.9037914691943129,9755,3,1,3,1,0,28,1,2,0.2,3,0,7,5,1
0.16666666666666669,1,240,5,3,2,2,3,2,0.24934175882043183,26959,1,1,3,4,0,6,1,3,0.15000000000000002,4,0,3,7,2
0.16666666666666669,0,1280,7,4,2,1,4,1,0.09899947340705637,26897,1,0,3,3,2,2,2,3,0.05,2,2,1,6,1
0.09523809523809518,0,534,15,2,3,1,4,2,0.09805160610847816,23785,1,0,3,3,0,1,5,3,0.0,0,0,0,2,1
0.7857142857142856,0,1456,1,1,2,3,1,2,0.34096893101632436,25796,3,0,4,3,0,23,1,2,0.325,12,12,8,0,1
0.380952380952381,1,658,7,1,1,2,3,2,0.2667193259610321,22887,1,1,4,4,0,9,3,3,0.225,7,0,6,2,1
0.857142857142857,0,142,26,4,4,4,4,2,0.8593470247498683,13871,2,1,3,3,0,23,3,3,0.125,3,4,4,3,0
0.14285714285714285,0,1127,18,2,3,1,3,1,0.09294365455502898,13257,0,0,3,3,1,6,2,3,0.125,3,1,2,2,1
0.380952380952381,0,1031,6,3,2,2,2,0,0.18409689310163246,15000,6,0,3,3,1,12,3,3,0.025,0,0,0,6,1
0.4523809523809524,0,1189,3,3,3,3,4,2,0.33802001053185887,14506,2,0,3,1,0,12,3,3,0.125,3,1,3,7,2
0.380952380952381,0,1354,5,3,2,3,1,2,0.5593470247498683,5615,2,0,3,4,0,14,6,3,0.275,10,5,8,3,1
0.42857142857142855,0,1467,11,2,3,3,4,1,0.45966298051606114,22952,0,0,3,3,1,10,6,3,0.225,7,2,8,7,2
0.42857142857142855,0,922,3,1,3,1,4,0,0.09615587151132177,2561,5,0,4,1,1,7,2,3,0.025,0,0,0,2,1
0.5952380952380951,0,394,26,3,3,4,4,1,0.8399157451290152,19494,1,1,3,4,2,25,3,4,0.625,12,4,12,3,2
0.28571428571428564,0,1312,23,1,1,1,3,0,0.08446550816219064,22310,1,0,4,3,3,10,2,2,0.25,7,0,9,6,1
0.35714285714285715,0,750,22,3,3,2,2,1,0.27051079515534493,15480,0,0,3,1,1,8,2,4,0.17500000000000002,7,0,7,7,2
0.9047619047619047,1,441,14,2,3,1,2,1,0.20821484992101105,4510,9,1,3,1,3,7,2,3,0.125,4,4,3,6,1
0.7857142857142856,0,684,6,1,3,5,3,2,0.9756714060031596,6462,7,0,3,3,0,23,5,3,0.5,18,15,15,5,1
0.3095238095238095,1,249,6,2,1,2,3,1,0.27187993680884676,20739,4,1,3,2,0,12,3,2,0.17500000000000002,7,7,7,7,2
0.19047619047619052,0,841,6,3,2,1,2,1,0.07156398104265402,23300,1,0,3,3,0,5,3,2,0.125,4,4,3,6,1
0.9523809523809523,1,147,23,4,3,3,4,1,0.4898894154818325,3465,1,0,3,4,1,40,3,2,1.0,10,15,6,0,1
0.02380952380952378,1,528,22,4,3,1,3,2,0.03507109004739336,26820,1,1,3,4,0,0,2,2,0.0,0,0,0,8,2
0.09523809523809518,0,594,2,3,3,1,4,1,0.07972617166929963,19299,0,0,3,3,1,3,2,3,0.05,1,2,1,2,1
0.7380952380952379,0,470,20,3,3,2,1,1,0.2926803580832017,5549,1,0,3,3,0,16,2,2,0.375,11,5,11,4,1
0.5952380952380951,0,957,28,2,4,1,3,2,0.19641916798314904,16090,4,0,3,4,0,18,2,3,0.07500000000000001,2,1,2,6,1
0.7619047619047619,0,809,12,3,3,3,4,2,0.4317535545023697,6645,4,0,3,4,0,16,3,3,0.05,2,2,1,7,2
0.3095238095238095,1,542,20,2,1,2,3,1,0.18694049499736706,24788,3,1,3,3,1,4,2,3,0.05,2,2,2,7,2
0.5476190476190477,0,802,9,3,3,3,3,0,0.3780937335439705,21196,3,1,3,3,1,12,2,3,0.225,7,0,7,7,2
0.19047619047619052,0,1355,25,3,3,1,3,1,0.1017904160084255,8916,1,0,4,4,1,8,3,3,0.2,7,5,7,1,0
0.42857142857142855,0,216,6,2,3,2,2,0,0.20705634544497106,2819,6,0,4,4,2,7,0,3,0.07500000000000001,2,0,1,4,1
0.7857142857142856,1,1150,8,1,1,3,4,2,0.5076882569773565,25150,2,0,3,4,0,18,2,3,0.1,2,0,3,4,1
0.49999999999999994,0,1329,4,4,2,2,3,1,0.2576619273301738,14590,4,0,3,3,1,17,1,4,0.375,11,5,9,7,2
0.16666666666666669,0,959,28,1,2,2,3,1,0.40179041600842547,24835,2,0,3,4,0,6,3,3,0.05,2,2,2,7,2
0.28571428571428564,0,1240,9,3,3,2,4,1,0.28109531332280147,13982,0,1,3,4,0,12,2,1,0.275,9,4,7,1,0
0.3333333333333333,1,1033,9,1,3,1,1,2,0.1680358083201685,10224,7,0,4,1,0,10,2,4,0.125,4,0,4,2,1
0.6428571428571428,0,1316,29,3,3,1,4,2,0.1286466561348078,9752,5,0,3,2,0,9,2,2,0.15000000000000002,5,0,3,6,1
0.4761904761904761,0,364,3,4,3,2,3,2,0.1741969457609268,2302,3,1,4,2,0,19,2,3,0.07500000000000001,2,2,2,6,1
0.28571428571428564,0,438,18,1,3,1,3,2,0.08546603475513428,23910,1,0,3,3,0,5,4,2,0.125,4,0,4,6,1
0.3333333333333333,0,689,9,4,1,2,4,0,0.1926803580832017,22812,0,0,3,4,3,9,2,4,0.2,7,0,7,7,2
0.28571428571428564,0,201,5,4,3,1,1,0,0.11558715113217485,10415,5,0,3,4,1,8,3,3,0.07500000000000001,2,2,2,6,1
0.28571428571428564,0,1427,2,2,2,1,4,2,0.09010005265929438,11162,0,0,3,4,0,6,3,3,0.125,3,1,2,2,1
0.5476190476190477,0,857,10,4,2,4,1,0,0.8516061084781464,12888,4,0,3,2,1,21,2,2,0.17500000000000002,6,7,7,3,1
0.5476190476190477,0,933,9,3,3,1,1,1,0.0647182727751448,6961,2,0,4,4,1,7,2,3,0.125,0,1,4,2,1
0.02380952380952378,0,1181,3,2,3,1,2,2,0.024960505529225914,16102,1,0,3,4,0,1,3,3,0.025,0,0,0,2,1
0.5238095238095237,0,1395,26,2,3,2,2,0,0.24202211690363348,8504,1,0,3,1,1,20,2,3,0.5,7,2,13,6,1
0.4047619047619047,0,662,1,3,3,3,2,1,0.3310163243812533,11439,1,0,3,1,2,10,3,3,0.25,8,0,6,7,2
0.8333333333333333,0,1436,6,2,3,2,3,1,0.0682991047919958,16047,2,1,4,4,1,13,3,1,0.17500000000000002,7,4,5,8,2
0.6428571428571428,0,194,9,2,3,2,2,0,0.07051079515534492,10901,8,0,3,3,1,20,2,1,0.42500000000000004,9,0,15,2,1
0.3333333333333333,0,967,8,2,3,3,4,2,0.420695102685624,15589,1,0,3,4,0,9,2,3,0.225,8,3,7,7,2
0.2619047619047619,0,1496,1,4,3,2,3,1,0.17430226434965773,26283,1,0,3,1,1,10,1,3,0.25,7,0,9,4,1
0.7857142857142856,0,1169,7,2,2,2,3,1,0.26977356503422856,13983,2,0,3,3,0,10,2,3,0.025,0,0,0,4,1
0.9523809523809523,0,1145,9,2,2,1,2,1,0.12306477093206952,11873,4,1,4,2,1,9,3,2,0.025,0,0,0,6,1
0.5238095238095237,0,630,4,3,2,3,4,1,0.5184834123222749,8552,7,0,3,1,1,15,2,2,0.30000000000000004,11,2,11,7,2
0.380952380952381,0,303,2,3,3,1,3,1,0.06434965771458662,11314,6,0,3,4,1,6,3,3,0.1,3,1,2,8,2
0.09523809523809518,0,1256,19,3,3,1,4,1,0.06919431279620852,11992,1,0,4,1,2,2,6,3,0.05,2,2,2,6,1
0.21428571428571425,0,691,9,4,3,1,2,0,0.05344918378093733,5970,6,0,3,4,1,6,1,1,0.05,2,2,2,6,1
0.23809523809523808,0,440,21,3,3,1,4,1,0.0897314375987362,6672,1,0,3,3,1,5,2,1,0.125,2,0,2,6,1
0.9285714285714284,0,334,24,3,4,3,4,0,0.4439178515007899,23402,3,1,3,2,1,12,2,1,0.125,3,1,4,0,1
0.21428571428571425,0,1450,3,3,2,1,3,0,0.08199052132701423,25326,1,1,3,4,1,1,2,2,0.025,1,0,1,6,1
0.7619047619047619,0,1452,11,3,3,5,2,2,0.9961558715113218,17053,3,0,3,2,0,21,5,3,0.125,4,4,4,3,1
0.5476190476190477,0,465,14,1,3,1,3,0,0.07593470247498685,4609,4,0,3,1,1,13,2,3,0.225,8,1,8,6,1
0.28571428571428564,0,1339,5,2,3,3,4,1,0.44286466561348076,8053,2,0,3,3,1,12,2,3,0.25,9,7,4,7,2
0.4761904761904761,0,702,1,1,2,2,4,2,0.4042654028436019,12930,4,0,4,3,0,12,2,4,0.2,3,0,7,7,2
0.3333333333333333,0,120,6,3,3,1,3,2,0.10684570826750922,12430,3,0,4,1,0,8,2,3,0.125,4,1,4,6,1
0.21428571428571425,0,1157,17,3,3,1,2,1,0.10789889415481835,13364,0,1,3,4,1,6,3,2,0.125,2,1,1,6,1
0.02380952380952378,1,602,1,3,1,1,1,2,0.06929963138493944,20989,0,0,4,1,0,1,5,4,0.0,0,0,0,8,2
0.42857142857142855,0,1480,3,4,3,1,2,2,0.056819378620326495,15062,4,0,3,3,0,13,3,2,0.2,7,7,2,2,1
0.28571428571428564,0,111,9,3,3,2,1,0,0.10863612427593472,11012,1,0,3,3,2,12,4,3,0.30000000000000004,9,6,10,2,1
0.6428571428571428,0,1268,4,3,3,2,1,0,0.21047919957872566,6319,4,1,3,1,1,9,3,4,0.125,4,0,3,7,2
0.9047619047619047,0,713,8,3,3,1,1,0,0.1710373880989995,13939,4,1,3,3,1,19,3,3,0.05,2,2,2,6,1
0.35714285714285715,0,134,2,3,3,1,4,2,0.07851500789889415,10515,0,0,3,1,0,4,2,4,0.07500000000000001,1,0,2,6,1
0.02380952380952378,1,303,2,2,2,1,4,2,0.004897314375987359,9241,1,0,4,3,0,1,3,2,0.025,0,1,0,2,1
0.6666666666666665,0,526,1,2,3,3,1,0,0.4973143759873617,2137,1,0,4,3,3,24,2,3,0.6000000000000001,13,15,7,7,2
0.4761904761904761,0,1380,9,3,3,1,4,2,0.06735123749341759,6319,1,0,3,3,0,2,3,3,0.05,2,2,1,2,1
0.3095238095238095,0,140,12,3,3,1,4,1,0.1537651395471301,6984,8,1,4,3,1,7,0,3,0.1,2,0,2,6,1
0.380952380952381,0,629,27,4,3,1,2,2,0.06856240126382307,5711,2,0,3,4,0,9,3,3,0.07500000000000001,2,1,2,6,1
0.5476190476190477,1,1356,20,2,3,1,2,2,0.11221695629278569,21728,1,1,4,4,0,4,5,2,0.1,3,0,2,8,2
0.7619047619047619,0,328,1,3,2,1,3,1,0.14117956819378621,3425,2,0,3,4,1,5,2,2,0.07500000000000001,2,0,2,2,1
0.8333333333333333,0,1084,13,4,4,2,1,0,0.1812006319115324,26250,1,0,3,3,2,5,3,3,0.1,2,1,3,4,1
0.35714285714285715,0,931,14,4,3,1,2,1,0.09199578725645077,4673,1,0,3,4,1,8,5,3,0.2,7,1,6,6,1
0.5238095238095237,0,989,4,4,3,5,3,1,0.94913112164297,6499,1,0,3,2,1,21,2,3,0.5,8,9,9,3,1
0.8809523809523809,0,692,14,3,4,5,2,2,0.9327540810953133,13339,8,0,3,4,0,36,3,3,0.6000000000000001,15,2,15,5,1
0.380952380952381,0,1069,2,4,2,2,3,1,0.44960505529225914,14074,1,0,3,3,0,10,2,2,0.25,9,1,9,4,1
0.7857142857142856,0,313,3,4,3,4,2,2,0.6700895208004213,7192,3,0,3,3,0,21,6,3,0.17500000000000002,7,1,0,0,1
0.8095238095238095,0,699,1,3,2,5,3,1,1.0000000000000002,5678,0,0,3,1,1,34,5,3,0.8250000000000001,18,11,9,3,1
0.21428571428571425,0,894,9,4,3,1,2,2,0.06687730384412849,11781,1,0,3,4,0,7,2,2,0.17500000000000002,7,0,3,6,1
0.4047619047619047,1,556,23,2,2,2,3,1,0.25839915745129016,15497,3,1,3,1,0,8,1,3,0.025,0,0,1,4,1
0.5952380952380951,0,1344,7,4,4,1,4,0,0.05687203791469194,5228,4,0,3,4,3,7,3,4,0.125,4,2,2,6,1
0.6428571428571428,0,1195,2,1,2,4,4,1,0.8311216429699843,20462,9,0,4,4,1,22,1,3,0.5,8,11,8,3,1
0.4523809523809524,0,290,21,2,4,1,1,1,0.1345444971037388,22977,1,1,3,1,1,8,3,2,0.2,7,1,7,6,1
0.4047619047619047,0,138,2,2,3,2,2,2,0.179884149552396,15986,5,0,3,4,0,10,5,3,0.15000000000000002,2,1,2,2,1
0.5714285714285714,0,926,21,3,3,2,3,0,0.22411795681937866,16439,2,0,3,2,1,11,5,3,0.125,3,0,2,4,1
